"loss","tfp_growth","rd_gdp","mean_markup","median_markup","pct75_markup","pct90_markup","pct95_markup","pct99_markup","std_markup","FHK_WITHIN_adj_sh_5y","mean_innov","pct90_innov","rd_leader_share","mu_end","tfp_growth_w","rd_gdp_w","mean_markup_w","median_markup_w","pct75_markup_w","pct90_markup_w","pct95_markup_w","pct99_markup_w","std_markup_w","FHK_WITHIN_adj_sh_5y_w","mean_innov_w","pct90_innov_w","rd_leader_share_w","mu_end_w","B","eta","lambda","phi","gamma","leap","calibration","tfp_growth_target","rd_gdp_target","mean_markup_target","median_markup_target","pct75_markup_target","pct90_markup_target","pct95_markup_target","pct99_markup_target","std_markup_target","FHK_WITHIN_adj_sh_5y_target","mean_innov_target","pct90_innov_target","rd_leader_share_target","mu_end_target","B_lower","eta_lower","lambda_lower","phi_lower","B_upper","eta_upper","lambda_upper","phi_upper","run","iter","algorithm"
4.74432357268472,0.205501136074293,1.74621134512388,34.3060823363957,21.1894264540796,45.0851602835394,79.1380520710258,106.665354355793,175.832512855726,37.8875692583974,95.0048078517185,1.18265053222152,0,95.7761373922185,7.43956882198379e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.499999999999991,0.00499999999999988,1.01722005919396,0.0499999999999967,0.35,0,1,0.76,4.43,34.66947,27.4569,45.08251,68.3727,86.97776,135.6713,27.80417,90.77,8.34,26.66,45,0,0.1,0,1.0025,0,0.5,0.005,1.02,0.05,4918,6673,"NLOPT_GN_DIRECT"
2.37612658461178,0.434329669544686,3.28098227880289,34.6579619540291,21.3763914833835,45.3446764138031,79.508188827219,107.065768076237,176.228619595143,38.0526328110274,93.7930845325412,2.09660762006958,2.51960691090179,94.6685957024988,3.18974068950611e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.734529797286999,0.00999995766228048,1.02006096631611,0.0499987298684144,0.35,0,10,0.76,4.43,34.66947,27.4569,45.08251,68.3727,86.97776,135.6713,27.80417,90.77,8.34,26.66,45,0,0.5,0.005,1.02,0,5,0.01,1.5,0.05,6667,6682,"NLOPT_GN_DIRECT"
0.599504350639397,0.760000002360006,4.4115732786991,30.3141343037527,16.8651303042478,37.8545156535104,68.3883404358924,93.2537314088624,157.075570211226,34.7366395021507,87.7915925159942,2.45206037835613,0,90.640765234279,3.78533113473881e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.480268743263774,0.0233771387432566,1.04666866924532,0.0499999999784902,0.35,0,11,0.76,4.43,34.66947,27.4569,45.08251,68.3727,86.97776,135.6713,27.80417,90.77,8.34,26.66,45,0,0.1,0.01,1.02,0,0.5,0.05,1.5,0.05,6797,6832,"NLOPT_GN_DIRECT"
0.596375989700903,0.746688341342394,4.61337397266805,30.2979527654472,18.1014122320219,39.0358177755031,68.8545899343055,92.9240565583163,154.06408388115,33.579489172816,90.8377839655472,2.93521981232577,6.61750625251162,92.8403078690726,2.22044604925027e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.768518518518519,0.0212757201646091,1.02888888888889,0.0474279835390947,0.35,0,12,0.76,4.43,34.66947,27.4569,45.08251,68.3727,86.97776,135.6713,27.80417,90.77,8.34,26.66,45,0,0.5,0.01,1.02,0,5,0.05,1.5,0.05,6653,6671,"NLOPT_GN_DIRECT"
3.8252139415934,0.257007225750194,2.18769930128644,29.9186382214964,18.6360082133251,39.3893667801213,68.3727010696349,91.3268299916414,147.606248717116,32.0941660011042,94.3144429753084,1.73748477655595,0,90.712458125995,5.32145065258117e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.499999999999991,1.98754827994794e-05,1.02,0.168889842545855,0.35,0,13,0.76,4.43,34.66947,27.4569,45.08251,68.3727,86.97776,135.6713,27.80417,90.77,8.34,26.66,45,0,0.1,0,1.0025,0.05,0.5,0.005,1.02,0.5,6190,7217,"NLOPT_GN_DIRECT"
0.714490021809793,0.759978117102778,5.06539331141938,30.1402489954375,19.0546365156185,39.6779548690347,68.3727009405146,91.0485543025485,146.377927666463,31.7977077972588,93.4326659900973,4.02054794860446,9.06102827786467,89.7268447440782,3.27167481048366e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,1.1397906300459,0.00434811161342579,1.01963236773017,0.119848346288676,0.35,0,14,0.76,4.43,34.66947,27.4569,45.08251,68.3727,86.97776,135.6713,27.80417,90.77,8.34,26.66,45,0,0.5,0,1.0025,0.05,5,0.005,1.02,0.5,6937,6974,"NLOPT_GN_DIRECT"
3.89387481567761,0.256810309907185,2.13062957006789,29.8444419782085,18.4117424934276,39.1537438779895,68.3725979722888,91.7151554733097,149.752948740653,32.4847163844955,94.0236959532229,1.51860166688493,0,93.6395303784162,2.22044604925029e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.499998870994146,0.00500148182018324,1.01999995060599,0.0940672153635117,0.35,0,15,0.76,4.43,34.66947,27.4569,45.08251,68.3727,86.97776,135.6713,27.80417,90.77,8.34,26.66,45,0,0.1,0.005,1.0025,0.05,0.5,0.01,1.02,0.5,7225,7294,"NLOPT_GN_DIRECT"
0.69134792697564,0.75999875307815,4.9834400679371,30.102963757697,18.9488405626195,39.5432724952806,68.3641150864695,91.2100557169664,147.354712004642,31.9704811445241,93.2576521685403,3.77324828637162,8.86822431860703,91.2027676202928,5.15983099943244e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,1.13888888888889,0.00963153482700808,1.01969933868482,0.0970164609053498,0.35,0,16,0.76,4.43,34.66947,27.4569,45.08251,68.3727,86.97776,135.6713,27.80417,90.77,8.34,26.66,45,0,0.5,0.005,1.0025,0.05,5,0.01,1.02,0.5,7177,7237,"NLOPT_GN_DIRECT"
5.05344006075926,0.259181958975452,2.08828954355277,22.1594077328204,13.4607037821699,28.9045362431721,50.6002952663674,67.9043090960254,111.077148604722,24.2072386766029,92.0896114195089,1.64093774401818,0,93.963748981307,7.41953895981328e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.5,0.0100000000000001,1.02,0.0500000000000011,0.35,0,17,0.76,4.43,34.66947,27.4569,45.08251,68.3727,86.97776,135.6713,27.80417,90.77,8.34,26.66,45,0,0.1,0.01,1.0025,0.05,0.5,0.05,1.02,0.5,2994,7055,"NLOPT_GN_DIRECT"
0.656427698795044,0.759994795768493,4.84865280331695,30.0302399564461,18.6954482039519,39.268806581509,68.3726247333113,91.6705459211211,149.880066496226,32.4305683557848,92.7253653595693,3.44137352179597,8.41339777597506,93.7208529776521,2.22044604925029e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,1.13888888888889,0.0188409061400983,1.01982838875811,0.0512688614540467,0.35,0,18,0.76,4.43,34.66947,27.4569,45.08251,68.3727,86.97776,135.6713,27.80417,90.77,8.34,26.66,45,0,0.5,0.01,1.0025,0.05,5,0.05,1.02,0.5,7123,7174,"NLOPT_GN_DIRECT"
