"loss","tfp_growth","rd_gdp","mean_markup","median_markup","pct75_markup","pct90_markup","pct95_markup","pct99_markup","std_markup","FHK_WITHIN_adj_sh_5y","mean_innov","pct90_innov","rd_leader_share","mu_end","tfp_growth_w","rd_gdp_w","mean_markup_w","median_markup_w","pct75_markup_w","pct90_markup_w","pct95_markup_w","pct99_markup_w","std_markup_w","FHK_WITHIN_adj_sh_5y_w","mean_innov_w","pct90_innov_w","rd_leader_share_w","mu_end_w","B","eta","lambda","phi","gamma","leap","n","calibration","tfp_growth_target","rd_gdp_target","mean_markup_target","median_markup_target","pct75_markup_target","pct90_markup_target","pct95_markup_target","pct99_markup_target","std_markup_target","FHK_WITHIN_adj_sh_5y_target","mean_innov_target","pct90_innov_target","rd_leader_share_target","mu_end_target","B_lower","eta_lower","lambda_lower","phi_lower","B_upper","eta_upper","lambda_upper","phi_upper","run","iter","algorithm"
5.41049895047741,0.89000000000008,2.64480073780706,6.43086098345607,3.4517537004322,7.91570265057067,13.9641176651659,18.6074507506105,29.6576106068092,6.74394884276157,83.6659156742839,6.55273795573629,29.2046285369971,73.7207291189016,6.16001378526484e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,1.54620273071263,6.52057849623525e-15,1.01999703631279,0.500000000000011,0.35,0,200,26,0.89,2.56,19.8279,14.0011,26.2481,43.3273,57.3856,94.3311,19.8764,90.77,9.63,28.76,45,0,0.5,0,1.0025,0.5,5,0.005,1.02,1,4171,9872,"NLOPT_GN_DIRECT"
8.54357845957584,0.242035848242872,1.53152642201904,6.53712173260921,3.48553853556737,8.03844649474295,14.2614954251769,19.0333473265065,30.5397993321453,6.91870485017571,84.4927725389144,2.84511164322608,0,78.99693730019,3.4784775538748e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.499999999999978,0.00500000000000098,1.02,0.500000000000004,0.35,0,200,27,0.89,2.56,19.8279,14.0011,26.2481,43.3273,57.3856,94.3311,19.8764,90.77,9.63,28.76,45,0,0.1,0.005,1.0025,0.5,0.5,0.01,1.02,1,4307,10026,"NLOPT_GN_DIRECT"
5.45486737677087,0.889935107964201,2.56836472836042,6.25817696233066,3.34010200569324,7.70667911215839,13.5799251910102,18.1017167081749,28.8925735124274,6.57323995662085,83.4815920753835,6.44453326033435,28.1070346275566,73.9606126339182,3.18586046799801e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,1.55565716608211,0.00500000000000098,1.01999199817101,0.500000000000098,0.35,0,200,28,0.89,2.56,19.8279,14.0011,26.2481,43.3273,57.3856,94.3311,19.8764,90.77,9.63,28.76,45,0,0.5,0.005,1.0025,0.5,5,0.01,1.02,1,10081,10090,"NLOPT_GN_DIRECT"
9.13754570691268,0.23896961158747,1.419214262419,5.85073788540471,3.0422164500449,7.17993983828489,12.6368838874184,16.9611144608935,27.2488348664949,6.22379834491101,83.4968939994748,2.77950216277112,0,79.1433297570814,4.01133884424568e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.499999999999997,0.0100000000000002,1.02,0.500000000000004,0.35,0,200,29,0.89,2.56,19.8279,14.0011,26.2481,43.3273,57.3856,94.3311,19.8764,90.77,9.63,28.76,45,0,0.1,0.01,1.0025,0.5,0.5,0.05,1.02,1,5748,10092,"NLOPT_GN_DIRECT"
3.10328071952391,0.23378630796409,1.90903218207596,19.8321687906087,12.066995653866,25.9268897591701,45.2583429012548,60.6356571241118,98.8106502065919,21.5574634623382,92.0185877107577,1.61837714304833,0,93.9072882933546,2.22044604925029e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.499999999999991,0.00999999999999996,1.01854722349237,0.0499999999999967,0.35,0,200,3,0.89,2.56,19.8279,14.0011,26.2481,43.3273,57.3856,94.3311,19.8764,90.77,9.63,28.76,45,0,0.1,0.005,1.0025,0,0.5,0.01,1.02,0.05,8423,8549,"NLOPT_GN_DIRECT"
5.5980903986868,0.890000158505599,2.49637461676388,6.09697532231761,3.23380835173384,7.50511822516984,13.1982464596353,17.5905746938968,28.196459062806,6.414343818249,83.3354191622117,6.34343319348547,27.0837592971094,74.1838537693503,4.08749965451335e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,1.56402592197453,0.0100000000000015,1.02,0.500000000000004,0.35,0,200,30,0.89,2.56,19.8279,14.0011,26.2481,43.3273,57.3856,94.3311,19.8764,90.77,9.63,28.76,45,0,0.5,0.01,1.0025,0.5,5,0.05,1.02,1,5717,10200,"NLOPT_GN_DIRECT"
1.46974983768146,0.889960828784941,3.94199551609052,19.8710269518677,8.1726043073723,21.004250296342,41.1789721430055,56.7890563741763,96.1504229864744,680.125740307028,77.5193631669559,2.59802452026642,0,66.5110031579921,2.22044604925023e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.269330932314915,0.00488381157150175,1.10000395119946,0.969170770077172,0.35,0,200,31,0.89,2.56,19.8279,14.0011,26.2481,43.3273,57.3856,94.3311,19.8764,90.77,9.63,28.76,45,0,0.1,0,1.02,0.5,0.5,0.005,1.5,1,2908,8830,"NLOPT_GN_DIRECT"
1.50120649829818,0.910531884916277,4.54426519871662,19.3509420296146,10.0143181996734,23.1763043041524,42.0268461711033,56.9854816317775,94.3311135645527,21.3229307678064,84.1134134042393,3.76907388754991,9.80270255100258,74.7072611185507,5.33356429433757e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.500000000002721,3.92501262518446e-13,1.05349216415183,0.500000069693187,0.35,0,200,32,0.89,2.56,19.8279,14.0011,26.2481,43.3273,57.3856,94.3311,19.8764,90.77,9.63,28.76,45,0,0.5,0,1.02,0.5,5,0.005,1.5,1,2124,9026,"NLOPT_GN_DIRECT"
1.43241568559547,0.890000864915752,3.90763040728123,20.0185758387472,8.21523921234233,21.3533625787325,41.6434968845521,57.3853505238047,97.7064141796681,679.659222373455,77.7539740348801,2.50932599740427,0,69.0553313426794,2.22044604925023e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.267093995386137,0.00999999965148535,1.09999999979378,0.875935378053348,0.35,0,200,33,0.89,2.56,19.8279,14.0011,26.2481,43.3273,57.3856,94.3311,19.8764,90.77,9.63,28.76,45,0,0.1,0.005,1.02,0.5,0.5,0.01,1.5,1,8281,8675,"NLOPT_GN_DIRECT"
1.76617949552611,0.948409687367247,4.45561638311821,18.6219107218889,9.51079699261646,22.3716033647299,40.2954697476833,54.4025161009486,90.4993849455962,20.6038962093832,83.4209143457699,3.68635866953792,9.71541168755919,75.0992721193864,7.84671625571814e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.500000000002721,0.00500000000010917,1.05555555555414,0.500000000006786,0.35,0,200,34,0.89,2.56,19.8279,14.0011,26.2481,43.3273,57.3856,94.3311,19.8764,90.77,9.63,28.76,45,0,0.5,0.005,1.02,0.5,5,0.01,1.5,1,3034,9055,"NLOPT_GN_DIRECT"
1.34052760449116,0.890000004998681,3.72484924204133,19.8275999819168,7.91776669934103,21.3772294272302,41.9615094961912,57.8773580358931,99.0857953477957,762.876382156919,77.913424751751,2.23024368673605,0,77.178287874151,5.54859505048373e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.261062762480794,0.0291421841398791,1.1,0.500760666403475,0.35,0,200,35,0.89,2.56,19.8279,14.0011,26.2481,43.3273,57.3856,94.3311,19.8764,90.77,9.63,28.76,45,0,0.1,0.01,1.02,0.5,0.5,0.05,1.5,1,5779,8520,"NLOPT_GN_DIRECT"
1.93411430634416,1.07190757939366,4.64628892506151,19.2759411434742,9.63578776698066,22.9990467679848,41.5225669354947,56.6977043182423,94.0694953279576,21.5260957903038,82.6353661534357,3.66944236363424,10.3875832203187,75.1061721479817,6.5246047564202e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.500016935095775,0.0100000000000708,1.06148148147893,0.500000000002656,0.35,0,200,36,0.89,2.56,19.8279,14.0011,26.2481,43.3273,57.3856,94.3311,19.8764,90.77,9.63,28.76,45,0,0.5,0.01,1.02,0.5,5,0.05,1.5,1,2490,8913,"NLOPT_GN_DIRECT"
1.56319035496144,0.889999999997126,5.32363808750266,19.5193201243981,13.1081246625678,26.2480512502891,44.1706953734632,58.0906357794538,91.3986022049726,19.6293008649217,94.5799088204406,7.25608716941553,13.7953460585918,93.6230957816727,0.00213900882861788,2,2,1,0,1,1,1,1,0,2,0,0,0,0,4.89491738838283,0.00991811804026094,1.00541680204284,0.047122726803499,0.35,0,200,4,0.89,2.56,19.8279,14.0011,26.2481,43.3273,57.3856,94.3311,19.8764,90.77,9.63,28.76,45,0,0.5,0.005,1.0025,0,5,0.01,1.02,0.05,7995,9074,"NLOPT_GN_DIRECT"
2.76454652732521,0.259591375804247,2.05165098435372,19.0582736107867,11.490332647366,24.8023875065226,43.4158697982192,58.227448305383,95.0372712784968,20.7873328172222,91.2172056131789,1.73903593796458,0,93.4946241749697,2.30264273095756e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.499999998451295,0.0119753081773638,1.01999999979673,0.0425925920118283,0.35,0,200,5,0.89,2.56,19.8279,14.0011,26.2481,43.3273,57.3856,94.3311,19.8764,90.77,9.63,28.76,45,0,0.1,0.01,1.0025,0,0.5,0.05,1.02,0.05,8767,8768,"NLOPT_GN_DIRECT"
1.26080210946894,0.889652307334332,4.65349226913363,19.1161688251521,11.9469837040004,25.04236766625,43.3661384578152,57.9902488588071,94.3327116691795,20.4767505756673,90.5803827359345,4.54130294094698,14.6484515366615,94.5115586080534,2.2204460492503e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,1.75022862368541,0.0433905739282138,1.01521833626642,0.0115836000553897,0.35,0,200,6,0.89,2.56,19.8279,14.0011,26.2481,43.3273,57.3856,94.3311,19.8764,90.77,9.63,28.76,45,0,0.5,0.01,1.0025,0,5,0.05,1.02,0.05,8743,8845,"NLOPT_GN_DIRECT"
5.26710509120686,0.10276570213934,0.921117087719311,19.8279202344638,11.3288294551767,25.2730848403031,44.8897568873057,60.7278326367132,100.214419693762,22.082394088833,89.7902563533467,0.658208150392811,0,93.1769079704963,6.07871042705696e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.177483423956919,0.00499999999999772,1.02888898926202,0.0499999999999377,0.35,0,200,7,0.89,2.56,19.8279,14.0011,26.2481,43.3273,57.3856,94.3311,19.8764,90.77,9.63,28.76,45,0,0.1,0,1.02,0,0.5,0.005,1.5,0.05,7631,7675,"NLOPT_GN_DIRECT"
6.59777883052139,0.250567882635977,2.05560538405618,42.5945471868522,26.0632637184479,55.7384194459515,98.4874226465714,133.258904253676,221.230873655513,47.6021377401556,95.0036285615122,1.21713275565899,0,95.7060779287078,2.2204460492503e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.500000000000201,0.00499999999999997,1.02,0.0499999999999999,0.35,0,200,8,0.89,2.56,19.8279,14.0011,26.2481,43.3273,57.3856,94.3311,19.8764,90.77,9.63,28.76,45,0,0.5,0,1.02,0,5,0.005,1.5,0.05,5330,7930,"NLOPT_GN_DIRECT"
3.66414291007441,0.199270905890869,1.62153434789404,19.8279202347603,11.3138184080656,25.2983748819571,44.9810259802999,60.7950780057009,100.321392948775,22.1542640790996,89.133485353448,1.16843885766043,0,92.3650855132637,6.02692185425766e-14,2,2,1,0,1,1,1,1,0,2,0,0,0,0,0.277575287200791,0.00962962962960308,1.0294729352324,0.0351851851843885,0.35,0,200,9,0.89,2.56,19.8279,14.0011,26.2481,43.3273,57.3856,94.3311,19.8764,90.77,9.63,28.76,45,0,0.1,0.005,1.02,0,0.5,0.01,1.5,0.05,7977,8023,"NLOPT_GN_DIRECT"
